material_id,formula,bulk_modulus_vrh,crystal_system,elements,num_elements
mp-214,ZrRu,180.261,cubic,"['Ru', 'Zr']",2
mp-258,ZrV2,138.858,cubic,"['V', 'Zr']",2
mp-196,Al5Co2,124.129,hex_,"['Al', 'Co']",2
mp-215,YSb,57.085,cubic,"['Sb', 'Y']",2
mp-173,MnAl6,110.784,ortho,"['Al', 'Mn']",2
mp-189,SiRu,203.638,cubic,"['Ru', 'Si']",2
mp-259,AlMo3,224.498,cubic,"['Al', 'Mo']",2
mp-171,VNi3,217.129,tet,"['Ni', 'V']",2
mp-179,YZn,52.307,cubic,"['Y', 'Zn']",2
mp-188,AlPt3,224.023,cubic,"['Al', 'Pt']",2
mp-191,YRh,106.896,cubic,"['Rh', 'Y']",2
mp-195,HoPt3,174.749,cubic,"['Ho', 'Pt']",2
mp-265,TaIr3,323.564,cubic,"['Ir', 'Ta']",2
mp-193,Zr2Cu,105.707,tet,"['Cu', 'Zr']",2
mp-220,ThNi2,223.876,hex_,"['Ni', 'Th']",2
mp-249,HfAl,117.671,ortho,"['Al', 'Hf']",2
mp-255,NaHg,17.221,ortho,"['Hg', 'Na']",2
mp-204,CeFe2,74.162,cubic,"['Ce', 'Fe']",2
mp-213,CaPd,55.058,cubic,"['Ca', 'Pd']",2
mp-238,MnPd,131.6,tet,"['Mn', 'Pd']",2
mp-260,CrB,295.159,ortho,"['B', 'Cr']",2
mp-232,DyRh,112.175,cubic,"['Dy', 'Rh']",2
mp-227,SmCu5,104.928,hex_,"['Cu', 'Sm']",2
mp-229,ZrRh3,209.808,cubic,"['Rh', 'Zr']",2
mp-266,Zr2Pd,123.894,tet,"['Pd', 'Zr']",2
mp-274,Nb5Sb4,96.984,tet,"['Nb', 'Sb']",2
mp-276,TbNi2,119.456,cubic,"['Ni', 'Tb']",2
mp-284,AlCo,178.781,cubic,"['Al', 'Co']",2
mp-310,NpCo2,171.119,cubic,"['Co', 'Np']",2
mp-300,YbPt3,158.564,cubic,"['Pt', 'Yb']",2
mp-303,BaZn5,47.618,ortho,"['Ba', 'Zn']",2
mp-312,ThIr5,674.209,hex_,"['Ir', 'Th']",2
mp-279,LiIr,141.786,hex_,"['Ir', 'Li']",2
mp-291,TiOs,248.343,cubic,"['Os', 'Ti']",2
mp-305,TiFe,198.715,cubic,"['Fe', 'Ti']",2
mp-281,YbCo2,93.676,cubic,"['Co', 'Yb']",2
mp-309,ThAg2,83.938,hex_,"['Ag', 'Th']",2
mp-316,MnV,243.086,cubic,"['Mn', 'V']",2
mp-331,ScAl,78.486,cubic,"['Al', 'Sc']",2
mp-318,SrIr2,146.445,cubic,"['Ir', 'Sr']",2
mp-348,TmPd,97.651,cubic,"['Pd', 'Tm']",2
mp-328,Zr2Ni,117.807,tet,"['Ni', 'Zr']",2
mp-321,RhPb2,80.123,tet,"['Pb', 'Rh']",2
mp-345,HfB,172.719,cubic,"['B', 'Hf']",2
mp-333,HfFe2,163.391,cubic,"['Fe', 'Hf']",2
mp-336,SmCo2,508.248,cubic,"['Co', 'Sm']",2
mp-317,SnRh,140.398,cubic,"['Rh', 'Sn']",2
mp-377,LuRh,122.628,cubic,"['Lu', 'Rh']",2
mp-351,SiNi,164.819,ortho,"['Ni', 'Si']",2
mp-450,NbB2,286.562,hex_,"['B', 'Nb']",2
mp-436,SmRh,101.019,cubic,"['Rh', 'Sm']",2
mp-449,Fe5Si3,175.831,hex_,"['Fe', 'Si']",2
mp-417,MnRh,183.708,cubic,"['Mn', 'Rh']",2
mp-429,ZnNi,144.695,tet,"['Ni', 'Zn']",2
mp-395,ZrAl3,102.705,tet,"['Al', 'Zr']",2
mp-389,SiPd,151.127,ortho,"['Pd', 'Si']",2
mp-397,KCd13,38.647,cubic,"['Cd', 'K']",2
mp-443,CaAu2,65.801,ortho,"['Au', 'Ca']",2
mp-374,CrB2,259.702,hex_,"['B', 'Cr']",2
mp-381,SiRu,257.369,cubic,"['Ru', 'Si']",2
mp-357,SmPd3,120.483,cubic,"['Pd', 'Sm']",2
mp-416,Cr3Os,279.999,cubic,"['Cr', 'Os']",2
mp-432,NbRu,234.476,tet,"['Nb', 'Ru']",2
mp-446,Cr3Pt,242.7,cubic,"['Cr', 'Pt']",2
mp-460,PrZn,50.277,cubic,"['Pr', 'Zn']",2
mp-437,MgAu,81.405,cubic,"['Au', 'Mg']",2
mp-451,ZrB,160.149,cubic,"['B', 'Zr']",2
mp-363,NbGe2,144.24,hex_,"['Ge', 'Nb']",2
mp-410,YbPt2,141.375,cubic,"['Pt', 'Yb']",2
mp-364,AlRh,194.408,cubic,"['Al', 'Rh']",2
mp-372,VPt3,237.489,cubic,"['Pt', 'V']",2
mp-423,GePd2,152.76,hex_,"['Ge', 'Pd']",2
mp-474,ErFe2,98.282,cubic,"['Er', 'Fe']",2
mp-485,ZrNi3,173.5,hex_,"['Ni', 'Zr']",2
mp-489,Ge4Ir,108.621,trig,"['Ge', 'Ir']",2
mp-480,ErPt2,166.753,cubic,"['Er', 'Pt']",2
mp-481,ScPt3,198.156,cubic,"['Pt', 'Sc']",2
mp-544,Ti3Ir,169.105,cubic,"['Ir', 'Ti']",2
mp-514,HfZn2,110.274,cubic,"['Hf', 'Zn']",2
mp-522,CuAu,138.201,tet,"['Au', 'Cu']",2
mp-542,SrHg,27.259,cubic,"['Hg', 'Sr']",2
mp-538,CaAg,34.318,ortho,"['Ag', 'Ca']",2
mp-506,MgPd,93.324,cubic,"['Mg', 'Pd']",2
mp-507,SiNi2,202.978,hex_,"['Ni', 'Si']",2
mp-540,ScFe2,125.32,cubic,"['Fe', 'Sc']",2
mp-517,TaSi2,184.701,hex_,"['Si', 'Ta']",2
mp-527,BaCd,19.668,cubic,"['Ba', 'Cd']",2
mp-541,Ta3Sb,187.381,cubic,"['Sb', 'Ta']",2
mp-568,TiSb2,89.181,tet,"['Sb', 'Ti']",2
mp-560,TmAu2,105.164,tet,"['Au', 'Tm']",2
mp-582,CeIr2,195.743,cubic,"['Ce', 'Ir']",2
mp-585,MnB2,253.476,hex_,"['B', 'Mn']",2
mp-549,ScSb,65.333,cubic,"['Sb', 'Sc']",2
mp-550,Al12Mo,91.875,cubic,"['Al', 'Mo']",2
mp-565,Sn2Rh,107.752,tet,"['Rh', 'Sn']",2
mp-597,TiNi,151.359,trig,"['Ni', 'Ti']",2
mp-574,Ta2Co,213.632,tet,"['Co', 'Ta']",2
mp-592,TiRu,215.387,cubic,"['Ru', 'Ti']",2
mp-562,Sb2Pt,105.593,cubic,"['Pt', 'Sb']",2
mp-608,TiCo3,142.93,cubic,"['Co', 'Ti']",2
mp-548,NbCr2,228.632,cubic,"['Cr', 'Nb']",2
mp-572,SmCd,51.061,cubic,"['Cd', 'Sm']",2
mp-559,YPd3,124.541,cubic,"['Pd', 'Y']",2
mp-571,TiNi,154.95,cubic,"['Ni', 'Ti']",2
mp-578,GaAg2,82.611,hex_,"['Ag', 'Ga']",2
mp-603,Be2Ag,125.633,cubic,"['Ag', 'Be']",2
mp-546,HoRh2,156.517,cubic,"['Ho', 'Rh']",2
mp-589,TbFe2,83.099,cubic,"['Fe', 'Tb']",2
mp-556,ZrNi,139.087,ortho,"['Ni', 'Zr']",2
mp-607,CeRu2,219.851,cubic,"['Ce', 'Ru']",2
mp-615,YMg,41.771,cubic,"['Mg', 'Y']",2
mp-646,PrCd,47.806,cubic,"['Cd', 'Pr']",2
mp-632,TmCo2,36.569,cubic,"['Co', 'Tm']",2
mp-650,Be5Pd,142.084,cubic,"['Be', 'Pd']",2
mp-635,ScRh3,185.005,cubic,"['Rh', 'Sc']",2
mp-638,SrZn5,52.276,hex_,"['Sr', 'Zn']",2
mp-623,HgPt,143.364,tet,"['Hg', 'Pt']",2
mp-625,Mg3Ru2,105.762,cubic,"['Mg', 'Ru']",2
mp-673,HoNi2,124.103,cubic,"['Ho', 'Ni']",2
mp-674,LaPd3,109.965,cubic,"['La', 'Pd']",2
mp-633,LaSn3,56.392,cubic,"['La', 'Sn']",2
mp-649,FePt3,263.838,cubic,"['Fe', 'Pt']",2
mp-628,Zr2Co,110.323,tet,"['Co', 'Zr']",2
mp-637,YB4,177.419,tet,"['B', 'Y']",2
mp-675,ZrW2,213.964,cubic,"['W', 'Zr']",2
mp-657,YbZn2,47.078,ortho,"['Yb', 'Zn']",2
mp-712,YCu,70.25,cubic,"['Cu', 'Y']",2
mp-715,ZrIr2,245.659,cubic,"['Ir', 'Zr']",2
mp-696,SiPt,173.672,ortho,"['Pt', 'Si']",2
mp-718,SnPd3,145.871,cubic,"['Pd', 'Sn']",2
mp-721,TbCd,54.797,cubic,"['Cd', 'Tb']",2
mp-729,Cr3Si,246.829,cubic,"['Cr', 'Si']",2
mp-759,La2Sb,49.613,tet,"['La', 'Sb']",2
mp-776,LaCd,45.631,cubic,"['Cd', 'La']",2
mp-774,CaNi5,115.071,hex_,"['Ca', 'Ni']",2
mp-731,Mg3Hg,42.628,hex_,"['Hg', 'Mg']",2
mp-747,BaPt2,103.144,cubic,"['Ba', 'Pt']",2
mp-728,Li2Pd,50.698,hex_,"['Li', 'Pd']",2
mp-738,Sb2Au,72.555,cubic,"['Au', 'Sb']",2
mp-753,ZnSb,47.732,ortho,"['Sb', 'Zn']",2
mp-786,MnSb,56.824,hex_,"['Mn', 'Sb']",2
mp-742,Ti2Cu,130.928,tet,"['Cu', 'Ti']",2
mp-755,CoSb2,98.829,mono,"['Co', 'Sb']",2
mp-771,MnAl,122.529,tet,"['Al', 'Mn']",2
mp-790,LuPt3,182.998,cubic,"['Lu', 'Pt']",2
mp-811,BaPt5,147.734,hex_,"['Ba', 'Pt']",2
mp-801,Mo3Os,290.754,cubic,"['Mo', 'Os']",2
mp-796,Nb3Al,159.438,cubic,"['Al', 'Nb']",2
mp-810,NiSb,108.123,hex_,"['Ni', 'Sb']",2
mp-818,SiRh,195.549,ortho,"['Rh', 'Si']",2
mp-797,DyPd3,127.136,cubic,"['Dy', 'Pd']",2
mp-813,ScAl2,104.136,cubic,"['Al', 'Sc']",2
mp-839,V3Au,186.748,cubic,"['Au', 'V']",2
mp-861,Hf2Ni,140.732,tet,"['Hf', 'Ni']",2
mp-836,TbZn,57.624,cubic,"['Tb', 'Zn']",2
mp-832,HoPd,94.522,cubic,"['Ho', 'Pd']",2
mp-828,SiNi3,209.083,cubic,"['Ni', 'Si']",2
mp-838,Cu3Sn,149.365,cubic,"['Cu', 'Sn']",2
mp-840,SmRh2,146.007,cubic,"['Rh', 'Sm']",2
mp-880,Pr2Fe17,140.767,trig,"['Fe', 'Pr']",2
mp-819,HfCr2,188.948,cubic,"['Cr', 'Hf']",2
mp-867,ErCd,59.501,cubic,"['Cd', 'Er']",2
mp-850,ScNi2,142.02,cubic,"['Ni', 'Sc']",2
mp-851,ErPd,95.906,cubic,"['Er', 'Pd']",2
mp-846,Hf2Al3,114.235,ortho,"['Al', 'Hf']",2
mp-871,FeSi,201.745,cubic,"['Fe', 'Si']",2
mp-842,CaPt2,132.905,cubic,"['Ca', 'Pt']",2
mp-853,ErNi5,151.736,hex_,"['Er', 'Ni']",2
mp-873,VPd3,190.816,tet,"['Pd', 'V']",2
mp-875,AlOs,236.689,cubic,"['Al', 'Os']",2
mp-869,TaAl3,132.414,tet,"['Al', 'Ta']",2
mp-829,AlPd,155.221,cubic,"['Al', 'Pd']",2
mp-833,CaPd2,93.613,cubic,"['Ca', 'Pd']",2
mp-823,TiCo,351.113,cubic,"['Co', 'Ti']",2
mp-893,ZrSi,141.728,ortho,"['Si', 'Zr']",2
mp-915,YCd,56.99,cubic,"['Cd', 'Y']",2
mp-889,Cr3B4,300.71,ortho,"['B', 'Cr']",2
mp-921,YRh2,152.291,cubic,"['Rh', 'Y']",2
mp-902,BaZn,20.356,cubic,"['Ba', 'Zn']",2
mp-912,LaPt2,143.888,cubic,"['La', 'Pt']",2
mp-894,ZnPt,174.196,tet,"['Pt', 'Zn']",2
mp-890,NdIr2,183.307,cubic,"['Ir', 'Nd']",2
mp-892,ScPt,137.028,cubic,"['Pt', 'Sc']",2
mp-891,TaNi3,218.124,ortho,"['Ni', 'Ta']",2
mp-903,ZrCr2,180.27,cubic,"['Cr', 'Zr']",2
mp-899,InRh,149.828,cubic,"['In', 'Rh']",2
mp-922,CoPt3,227.99,cubic,"['Co', 'Pt']",2
mp-953,NbZn3,118.284,cubic,"['Nb', 'Zn']",2
mp-950,NaZn13,64.356,cubic,"['Na', 'Zn']",2
mp-932,ScGa3,73.065,cubic,"['Ga', 'Sc']",2
mp-946,PrIr2,179.692,cubic,"['Ir', 'Pr']",2
mp-945,NiPt,216.646,tet,"['Ni', 'Pt']",2
mp-936,Hg4Pt,60.904,cubic,"['Hg', 'Pt']",2
mp-952,MoPt2,271.801,ortho,"['Mo', 'Pt']",2
mp-951,CeRh2,144.079,cubic,"['Ce', 'Rh']",2
mp-949,CoPt,218.25,tet,"['Co', 'Pt']",2
mp-959,LaAl3,61.963,hex_,"['Al', 'La']",2
mp-982,TmPd3,132.296,cubic,"['Pd', 'Tm']",2
mp-985,TmCu,74.896,cubic,"['Cu', 'Tm']",2
mp-960,B2Mo,303.426,hex_,"['B', 'Mo']",2
mp-979,ZrSb2,81.547,ortho,"['Sb', 'Zr']",2
mp-976,V6Si5,185.901,ortho,"['Si', 'V']",2
mp-990,HoAu2,100.832,tet,"['Au', 'Ho']",2
mp-1014,ZrMn2,157.977,hex_,"['Mn', 'Zr']",2
mp-995,EuIr2,164.26,cubic,"['Eu', 'Ir']",2
mp-1020,TaRh3,260.037,cubic,"['Rh', 'Ta']",2
mp-987,ZnCu,116.179,cubic,"['Cu', 'Zn']",2
mp-1010,MnB4,276.056,ortho,"['B', 'Mn']",2
mp-986,CeZn,35.292,cubic,"['Ce', 'Zn']",2
mp-998,Al2Cu,107.587,tet,"['Al', 'Cu']",2
mp-1043,HfV2,143.701,cubic,"['Hf', 'V']",2
mp-1033,BeNi,182.847,cubic,"['Be', 'Ni']",2
mp-1037,PrPt5,181.498,hex_,"['Pr', 'Pt']",2
mp-1038,MgCu2,91.482,cubic,"['Cu', 'Mg']",2
mp-1032,Ta2B,248.908,tet,"['B', 'Ta']",2
mp-1078,CaCd2,39.906,hex_,"['Ca', 'Cd']",2
mp-1057,Al3Ni2,131.24,trig,"['Al', 'Ni']",2
mp-1042,HfSi,151.342,ortho,"['Hf', 'Si']",2
mp-1046,NbSn2,96.844,ortho,"['Nb', 'Sn']",2
mp-1048,TiNi,146.751,mono,"['Ni', 'Ti']",2
mp-1069,HfSi2,131.995,ortho,"['Hf', 'Si']",2
mp-1044,UIr3,303.949,cubic,"['Ir', 'U']",2
mp-1052,NaAu2,71.011,cubic,"['Au', 'Na']",2
mp-1082,VIr3,319.895,cubic,"['Ir', 'V']",2
mp-1065,LaSb,49.747,cubic,"['La', 'Sb']",2
mp-1025,ThAu2,107.422,hex_,"['Au', 'Th']",2
mp-1077,B2Ru,283.343,ortho,"['B', 'Ru']",2
mp-1031,GdCd,53.093,cubic,"['Cd', 'Gd']",2
mp-1059,NdCd,48.816,cubic,"['Cd', 'Nd']",2
mp-1027,HfRh3,215.169,cubic,"['Hf', 'Rh']",2
mp-1053,NdZn,52.019,cubic,"['Nd', 'Zn']",2
mp-1073,CaCd,31.367,cubic,"['Ca', 'Cd']",2
mp-1084,ZrB12,233.379,cubic,"['B', 'Zr']",2
mp-1097,TaB,286.134,ortho,"['B', 'Ta']",2
mp-1111,Mn5Si3,313.656,hex_,"['Mn', 'Si']",2
mp-1089,TiIr3,294.735,cubic,"['Ir', 'Ti']",2
mp-1099,NiGe,137.06,ortho,"['Ge', 'Ni']",2
mp-1104,LaMg,33.855,cubic,"['La', 'Mg']",2
mp-1108,TaB2,303.164,hex_,"['B', 'Ta']",2
mp-1085,UOs2,491.593,cubic,"['Os', 'U']",2
mp-1113,BW2,329.552,tet,"['B', 'W']",2
mp-1124,MgZn2,63.27,hex_,"['Mg', 'Zn']",2
mp-1129,ScIr,166.725,cubic,"['Ir', 'Sc']",2
mp-1121,GaCo,173.828,cubic,"['Co', 'Ga']",2
mp-1140,NdCu5,101.881,hex_,"['Cu', 'Nd']",2
mp-1150,URh3,214.274,cubic,"['Rh', 'U']",2
mp-1172,MgRh,115.355,cubic,"['Mg', 'Rh']",2
mp-1174,MgSc,49.321,cubic,"['Mg', 'Sc']",2
mp-1185,VRh3,251.212,cubic,"['Rh', 'V']",2
mp-1139,Co3Mo,283.145,hex_,"['Co', 'Mo']",2
mp-1145,TiB2,254.22,hex_,"['B', 'Ti']",2
mp-1118,SiNi2,191.4,ortho,"['Ni', 'Si']",2
mp-1169,ScCu,86.854,cubic,"['Cu', 'Sc']",2
mp-1187,ThIr2,203.203,cubic,"['Ir', 'Th']",2
mp-1128,SiIr,215.0,ortho,"['Ir', 'Si']",2
mp-1157,TaNi2,213.178,tet,"['Ni', 'Ta']",2
mp-1152,TiRh3,228.591,cubic,"['Rh', 'Ti']",2
mp-1158,LuPd3,134.504,cubic,"['Lu', 'Pd']",2
mp-1159,Zr2Fe,123.018,tet,"['Fe', 'Zr']",2
mp-1179,DyNi5,152.06,hex_,"['Dy', 'Ni']",2
mp-1120,Mo3Ir,282.393,cubic,"['Ir', 'Mo']",2
mp-1127,SmPt2,156.601,cubic,"['Pt', 'Sm']",2
mp-1135,NbPd3,197.625,tet,"['Nb', 'Pd']",2
mp-1209,RbAu5,71.996,hex_,"['Au', 'Rb']",2
mp-1220,Be5Au,138.173,cubic,"['Au', 'Be']",2
mp-1210,ThCd2,66.397,hex_,"['Cd', 'Th']",2
mp-1222,CrSi2,194.579,hex_,"['Cr', 'Si']",2
mp-1194,CdPt,139.891,tet,"['Cd', 'Pt']",2
mp-1221,V3Ge,184.157,cubic,"['Ge', 'V']",2
mp-1211,ScCd,67.024,cubic,"['Cd', 'Sc']",2
mp-1239,Sb3Ir,98.2,cubic,"['Ir', 'Sb']",2
mp-1231,Cr3Ga,217.363,cubic,"['Cr', 'Ga']",2
mp-1232,Mo3Pt,265.997,cubic,"['Mo', 'Pt']",2
mp-1264,CdAu3,113.161,cubic,"['Au', 'Cd']",2
mp-1247,Sb2Ir,117.399,mono,"['Ir', 'Sb']",2
mp-1251,VRh,232.563,tet,"['Rh', 'V']",2
mp-1260,SrPd5,106.301,hex_,"['Pd', 'Sr']",2
mp-1278,Zr2Si,127.293,tet,"['Si', 'Zr']",2
mp-1233,Cu6Sn5,79.958,mono,"['Cu', 'Sn']",2
mp-1261,EuZn,37.377,cubic,"['Eu', 'Zn']",2
mp-1252,ZrBe2,118.38,hex_,"['Be', 'Zr']",2
mp-1235,TiIr,227.385,tet,"['Ir', 'Ti']",2
mp-1236,NdAg,55.86,cubic,"['Ag', 'Nd']",2
mp-1275,SiMo3,251.363,cubic,"['Mo', 'Si']",2
mp-1272,Cr3Ru,265.536,cubic,"['Cr', 'Ru']",2
mp-1281,VIr,273.207,tet,"['Ir', 'V']",2
mp-1263,URu3,200.183,cubic,"['Ru', 'U']",2
mp-1299,SiPt2,206.108,tet,"['Pt', 'Si']",2
mp-1335,VFe,195.793,cubic,"['Fe', 'V']",2
mp-1317,CoSb3,84.037,cubic,"['Co', 'Sb']",2
mp-1343,NdNi2,108.469,cubic,"['Nd', 'Ni']",2
mp-1339,NbIr3,313.146,cubic,"['Ir', 'Nb']",2
mp-1332,Si3Mo5,240.773,tet,"['Mo', 'Si']",2
mp-1358,DyIr2,198.438,cubic,"['Dy', 'Ir']",2
mp-1321,CdSb,39.053,ortho,"['Cd', 'Sb']",2
mp-1331,YCd2,55.449,hex_,"['Cd', 'Y']",2
mp-1373,Nb3Ge,171.519,cubic,"['Ge', 'Nb']",2
mp-1359,NbIr,258.818,tet,"['Ir', 'Nb']",2
mp-1326,Nb3Sn,165.507,cubic,"['Nb', 'Sn']",2
mp-1356,Sb2Pd,87.651,cubic,"['Pd', 'Sb']",2
mp-1349,SrPt2,117.262,cubic,"['Pt', 'Sr']",2
mp-1364,YNi,76.598,ortho,"['Ni', 'Y']",2
mp-1368,Zn8Cu5,105.749,cubic,"['Cu', 'Zn']",2
mp-1371,Sn3Pd,64.308,ortho,"['Pd', 'Sn']",2
mp-1404,CdAu,89.162,ortho,"['Au', 'Cd']",2
mp-1400,HfW2,222.256,cubic,"['Hf', 'W']",2
mp-1402,SmNi2,110.17,cubic,"['Ni', 'Sm']",2
mp-1388,DyRh2,154.129,cubic,"['Dy', 'Rh']",2
mp-1377,ThCu2,94.521,hex_,"['Cu', 'Th']",2
mp-1385,CeZn2,49.695,ortho,"['Ce', 'Zn']",2
mp-1393,Sn4Au,53.102,ortho,"['Au', 'Sn']",2
mp-1401,ZrZn2,103.307,cubic,"['Zn', 'Zr']",2
mp-1380,Zn3Ru,135.455,tet,"['Ru', 'Zn']",2
mp-1395,VRu,230.974,cubic,"['Ru', 'V']",2
mp-1399,AlAu,92.438,mono,"['Al', 'Au']",2
mp-1387,AlV3,161.804,cubic,"['Al', 'V']",2
mp-1412,Ti3Sb,119.611,cubic,"['Sb', 'Ti']",2
mp-1408,MgHg,45.593,cubic,"['Hg', 'Mg']",2
mp-1425,TiCr2,198.812,cubic,"['Cr', 'Ti']",2
mp-1418,FeNi3,199.381,cubic,"['Fe', 'Ni']",2
mp-1431,MnSi,203.381,cubic,"['Mn', 'Si']",2
mp-1424,GePd,122.742,ortho,"['Ge', 'Pd']",2
mp-1409,TiNi3,189.888,hex_,"['Ni', 'Ti']",2
mp-1458,Nb3Ir,218.977,cubic,"['Ir', 'Nb']",2
mp-1437,LiCd,35.162,cubic,"['Cd', 'Li']",2
mp-1438,ZrIr3,267.921,cubic,"['Ir', 'Zr']",2
mp-1471,Zr3Al,100.33,cubic,"['Al', 'Zr']",2
mp-1451,NbNi3,205.078,ortho,"['Nb', 'Ni']",2
mp-1463,LaIr2,174.499,cubic,"['Ir', 'La']",2
mp-1473,Fe7W6,337.469,trig,"['Fe', 'W']",2
mp-1472,ZrB2,237.763,hex_,"['B', 'Zr']",2
mp-1444,CaCd2,35.875,ortho,"['Ca', 'Cd']",2
mp-1490,AlAu4,127.118,cubic,"['Al', 'Au']",2
mp-1501,Al3Pt5,199.949,ortho,"['Al', 'Pt']",2
mp-1487,AlNi,157.34,cubic,"['Al', 'Ni']",2
mp-1502,Al2Pt,129.675,cubic,"['Al', 'Pt']",2
mp-1518,CeRh3,171.204,cubic,"['Ce', 'Rh']",2
mp-1491,VB2,283.799,hex_,"['B', 'V']",2
mp-1482,Zr2Al3,107.69,ortho,"['Al', 'Zr']",2
mp-1486,ZnNi,146.22,cubic,"['Ni', 'Zn']",2
mp-1515,ZrSi2,126.046,ortho,"['Si', 'Zr']",2
mp-1483,SiRh,221.514,cubic,"['Rh', 'Si']",2
mp-1495,ErIr2,202.819,cubic,"['Er', 'Ir']",2
mp-1521,Sb7Mo3,107.671,cubic,"['Mo', 'Sb']",2
mp-1527,TbCu2,84.123,ortho,"['Cu', 'Tb']",2
mp-1545,Nb3Rh,201.402,cubic,"['Nb', 'Rh']",2
mp-1542,YB2,163.074,hex_,"['B', 'Y']",2
mp-1526,TiHg,104.414,tet,"['Hg', 'Ti']",2
mp-1529,LuIr,147.522,cubic,"['Ir', 'Lu']",2
mp-1549,TbPt3,169.757,cubic,"['Pt', 'Tb']",2
mp-1543,Ge2Pt,110.087,ortho,"['Ge', 'Pt']",2
mp-1553,HoNi5,149.455,hex_,"['Ho', 'Ni']",2
mp-1557,Mg3Au,57.636,trig,"['Au', 'Mg']",2
mp-1570,YFe2,88.23,cubic,"['Fe', 'Y']",2
mp-1558,SrPd2,80.634,cubic,"['Pd', 'Sr']",2
mp-1567,ThNi5,154.083,hex_,"['Ni', 'Th']",2
mp-1566,SmFe5,92.119,hex_,"['Fe', 'Sm']",2
mp-1573,Sn2Pd,82.369,tet,"['Pd', 'Sn']",2
mp-1555,V3Sb,171.734,cubic,"['Sb', 'V']",2
mp-1571,PrPd3,111.571,cubic,"['Pd', 'Pr']",2
mp-1589,TiCr2,199.407,hex_,"['Cr', 'Ti']",2
mp-1585,V3Co,208.895,cubic,"['Co', 'V']",2
mp-1594,Ni2Ge,173.653,hex_,"['Ge', 'Ni']",2
mp-1578,V3Rh,216.564,cubic,"['Rh', 'V']",2
mp-1590,Be12Cr,179.312,tet,"['Be', 'Cr']",2
mp-1601,TaRu,253.312,tet,"['Ru', 'Ta']",2
mp-1607,YbCu5,98.016,hex_,"['Cu', 'Yb']",2
mp-1641,CrSb,73.845,hex_,"['Cr', 'Sb']",2
mp-1606,NbAu2,176.852,hex_,"['Au', 'Nb']",2
mp-1620,Si2W,219.443,tet,"['Si', 'W']",2
mp-1608,ZrHg3,82.284,cubic,"['Hg', 'Zr']",2
mp-1630,Zr3Hg,105.27,cubic,"['Hg', 'Zr']",2
mp-1609,Cr3Ir,275.177,cubic,"['Cr', 'Ir']",2
mp-1668,YbAu2,68.738,tet,"['Au', 'Yb']",2
mp-1670,MnPt,166.177,tet,"['Mn', 'Pt']",2
mp-1664,V3Pd,194.62,cubic,"['Pd', 'V']",2
mp-1648,Al12Re,98.031,cubic,"['Al', 'Re']",2
mp-1646,Li3Hg,25.438,cubic,"['Hg', 'Li']",2
mp-1667,Co2Ge,208.679,hex_,"['Co', 'Ge']",2
mp-1677,Be2Mo,197.598,hex_,"['Be', 'Mo']",2
mp-1652,ZnPd,140.545,tet,"['Pd', 'Zn']",2
mp-1649,Fe3Pt,193.206,cubic,"['Fe', 'Pt']",2
mp-1659,ThRe2,194.385,hex_,"['Re', 'Th']",2
mp-1681,La3Sn,44.031,cubic,"['La', 'Sn']",2
mp-1655,UIr2,239.465,cubic,"['Ir', 'U']",2
mp-4106,YbSnPd,68.945,hex_,"['Pd', 'Sn', 'Yb']",3
mp-1697,TbPt2,163.153,cubic,"['Pt', 'Tb']",2
mp-4054,YAl3Ni,96.501,ortho,"['Al', 'Ni', 'Y']",3
mp-1702,LaRh2,131.545,cubic,"['La', 'Rh']",2
mp-4105,Ho(CuSi)2,113.63,tet,"['Cu', 'Ho', 'Si']",3
mp-4072,Sm(SiRu)2,143.09,tet,"['Ru', 'Si', 'Sm']",3
mp-4075,TbZrSb,79.598,tet,"['Sb', 'Tb', 'Zr']",3
mp-1703,YbZn,32.884,cubic,"['Yb', 'Zn']",2
mp-4090,Ce(SiRh)2,143.283,tet,"['Ce', 'Rh', 'Si']",3
mp-1687,BaPd2,73.421,cubic,"['Ba', 'Pd']",2
mp-1689,HfRe2,262.427,hex_,"['Hf', 'Re']",2
mp-1684,ZnAu,114.545,cubic,"['Au', 'Zn']",2
mp-4071,Er2(NiB2)3,194.285,ortho,"['B', 'Er', 'Ni']",3
mp-4076,VCoSb,141.89,cubic,"['Co', 'Sb', 'V']",3
mp-1696,CdPd,111.855,tet,"['Cd', 'Pd']",2
mp-4065,Dy(SiIr)2,175.786,tet,"['Dy', 'Ir', 'Si']",3
mp-4073,Sm(CoB)2,152.954,tet,"['B', 'Co', 'Sm']",3
mp-1699,AlCr2,183.355,tet,"['Al', 'Cr']",2
mp-4088,La(FeSi)2,114.246,tet,"['Fe', 'La', 'Si']",3
mp-4148,Ho(SiPd)2,133.284,tet,"['Ho', 'Pd', 'Si']",3
mp-4142,MnSbPd,83.912,cubic,"['Mn', 'Pd', 'Sb']",3
mp-4131,Sc(CoSi)2,154.927,tet,"['Co', 'Sc', 'Si']",3
mp-4150,Ca(MnSb)2,43.915,trig,"['Ca', 'Mn', 'Sb']",3
mp-4177,Dy(SiRu)2,155.661,tet,"['Dy', 'Ru', 'Si']",3
mp-4195,Tm(NiGe)2,108.431,tet,"['Ge', 'Ni', 'Tm']",3
mp-4233,KMnSb,22.579,tet,"['K', 'Mn', 'Sb']",3
