material_id,formula,bulk_modulus_vrh,crystal_system,elements,num_elements
mp-30481,CaPt5,167.886,hex_,"['Ca', 'Pt']",2
mp-30483,CaZn,32.099,ortho,"['Ca', 'Zn']",2
mp-30460,YNiBi,80.316,cubic,"['Bi', 'Ni', 'Y']",3
mp-30454,ErBiPt,90.805,cubic,"['Bi', 'Er', 'Pt']",3
mp-30449,MgCuBi,56.495,cubic,"['Bi', 'Cu', 'Mg']",3
mp-30493,ZnCdPt2,154.491,tet,"['Cd', 'Pt', 'Zn']",3
mp-30502,TmCd3,57.293,ortho,"['Cd', 'Tm']",2
mp-30498,TbCd3,56.173,hex_,"['Cd', 'Tb']",2
mp-30485,Ca3Zn,22.439,ortho,"['Ca', 'Zn']",2
mp-30501,Ti2Cd,89.283,tet,"['Cd', 'Ti']",2
mp-30490,Mg3Cd,39.972,hex_,"['Cd', 'Mg']",2
mp-30488,CdHg2,30.017,tet,"['Cd', 'Hg']",2
mp-30506,CeHg2,64.176,hex_,"['Ce', 'Hg']",2
mp-30494,ScCd3,61.151,hex_,"['Cd', 'Sc']",2
mp-30491,MgCd3,43.169,hex_,"['Cd', 'Mg']",2
mp-30495,SmCd2,53.428,hex_,"['Cd', 'Sm']",2
mp-30500,TiCd,81.552,tet,"['Cd', 'Ti']",2
mp-30507,CeIr5,231.621,hex_,"['Ce', 'Ir']",2
mp-30497,TbCd2,54.807,hex_,"['Cd', 'Tb']",2
mp-30572,Hf2Ga,119.01,tet,"['Ga', 'Hf']",2
mp-30566,Ti2Co,96.827,cubic,"['Co', 'Ti']",2
mp-30570,CrGaFe2,204.598,cubic,"['Cr', 'Fe', 'Ga']",3
mp-30560,NbCoSn,75.199,cubic,"['Co', 'Nb', 'Sn']",3
mp-30586,HoInCu2,86.981,cubic,"['Cu', 'Ho', 'In']",3
mp-30536,V5Sb4,90.199,tet,"['Sb', 'V']",2
mp-30569,Zr6Co23,173.449,cubic,"['Co', 'Zr']",2
mp-30592,CuNi2Sn,149.253,cubic,"['Cu', 'Ni', 'Sn']",3
mp-30555,TaGaCo2,195.874,cubic,"['Co', 'Ga', 'Ta']",3
mp-30587,MgInCu4,100.153,cubic,"['Cu', 'In', 'Mg']",3
mp-30579,ErCu5,106.265,cubic,"['Cu', 'Er']",2
mp-30582,HfCuHg2,105.976,cubic,"['Cu', 'Hf', 'Hg']",3
mp-30580,SrGaCu2,52.608,trig,"['Cu', 'Ga', 'Sr']",3
mp-30551,GaFeCo2,190.304,cubic,"['Co', 'Fe', 'Ga']",3
mp-30571,Tl2Au,38.126,tet,"['Au', 'Tl']",2
mp-30564,ThCo,101.93,ortho,"['Co', 'Th']",2
mp-30593,ZnCu2Ni,143.323,tet,"['Cu', 'Ni', 'Zn']",3
mp-30581,Hf2Cu,123.959,tet,"['Cu', 'Hf']",2
mp-30591,Li2CuSn,52.666,cubic,"['Cu', 'Li', 'Sn']",3
mp-30578,DyCu5,107.72,cubic,"['Cu', 'Dy']",2
mp-30563,ZrCoSn,140.779,hex_,"['Co', 'Sn', 'Zr']",3
mp-30585,HoCu5,116.726,hex_,"['Cu', 'Ho']",2
mp-30599,Ti2Cu3,139.182,tet,"['Cu', 'Ti']",2
mp-30598,SrCuSn2,47.714,ortho,"['Cu', 'Sn', 'Sr']",3
mp-30603,ZrCu5,136.626,cubic,"['Cu', 'Zr']",2
mp-30595,CuSnRh2,177.039,cubic,"['Cu', 'Rh', 'Sn']",3
mp-30619,Zr3Co,103.802,ortho,"['Co', 'Zr']",2
mp-30594,Cu4Pd,145.218,tet,"['Cu', 'Pd']",2
mp-30600,TmCu5,109.138,cubic,"['Cu', 'Tm']",2
mp-30611,ErSnPt2,131.951,hex_,"['Er', 'Pt', 'Sn']",3
mp-30620,DyRh5,180.429,hex_,"['Dy', 'Rh']",2
mp-30621,DySi2Rh3,175.481,hex_,"['Dy', 'Rh', 'Si']",3
mp-30610,Er2Pt,76.471,ortho,"['Er', 'Pt']",2
mp-30655,Ga4Ni3,135.145,cubic,"['Ga', 'Ni']",2
mp-30671,Ti2Ga,120.013,hex_,"['Ga', 'Ti']",2
mp-30684,Zr3Ga2,111.017,tet,"['Ga', 'Zr']",2
mp-30657,TiGaNi2,166.368,cubic,"['Ga', 'Ni', 'Ti']",3
mp-30683,ZrGa2,99.541,ortho,"['Ga', 'Zr']",2
mp-30686,Zr2Ga3,110.808,ortho,"['Ga', 'Zr']",2
mp-30658,VGaNi2,167.969,cubic,"['Ga', 'Ni', 'V']",3
mp-30668,Ta5Ga3,177.165,hex_,"['Ga', 'Ta']",2
mp-30672,Ti3Ga,118.806,hex_,"['Ga', 'Ti']",2
mp-30682,ZrGa,113.596,tet,"['Ga', 'Zr']",2
mp-30661,ScGaPd2,127.531,cubic,"['Ga', 'Pd', 'Sc']",3
mp-30656,TiGaNi,127.561,hex_,"['Ga', 'Ni', 'Ti']",3
mp-30717,KHg2,11.826,ortho,"['Hg', 'K']",2
mp-30673,Ti2Ga3,107.755,tet,"['Ga', 'Ti']",2
mp-30685,ZrGa3,97.364,tet,"['Ga', 'Zr']",2
mp-30746,YIr,130.242,cubic,"['Ir', 'Y']",2
mp-30721,Hg5Pd2,68.584,tet,"['Hg', 'Pd']",2
mp-30727,MgCdAg2,69.74,cubic,"['Ag', 'Cd', 'Mg']",3
mp-30725,YHg2,62.527,hex_,"['Hg', 'Y']",2
mp-30739,Mg3Ir,76.899,hex_,"['Ir', 'Mg']",2
mp-30737,YMgAg,54.978,hex_,"['Ag', 'Mg', 'Y']",3
mp-30744,IrW,333.76,ortho,"['Ir', 'W']",2
mp-30741,PaIr3,259.63,cubic,"['Ir', 'Pa']",2
mp-30738,LiIr3,242.519,ortho,"['Ir', 'Li']",2
mp-30726,YHg3,59.331,hex_,"['Hg', 'Y']",2
mp-30719,Mg2Hg,44.345,ortho,"['Hg', 'Mg']",2
mp-30722,ScHg3,63.522,hex_,"['Hg', 'Sc']",2
mp-30731,HoSnPd2,110.96,cubic,"['Ho', 'Pd', 'Sn']",3
mp-30753,LaPd5,126.008,hex_,"['La', 'Pd']",2
mp-30745,Ir3W,350.814,hex_,"['Ir', 'W']",2
mp-30750,CeAl4Ni,89.025,ortho,"['Al', 'Ce', 'Ni']",3
mp-30774,MgNi2Sn,116.057,cubic,"['Mg', 'Ni', 'Sn']",3
mp-30765,LiPt7,217.916,cubic,"['Li', 'Pt']",2
mp-30763,LiPd2Pb,81.931,cubic,"['Li', 'Pb', 'Pd']",3
mp-30790,ZrMo3,193.868,cubic,"['Mo', 'Zr']",2
mp-30789,U2Mo,179.585,tet,"['Mo', 'U']",2
mp-30796,NbSnRh,127.669,cubic,"['Nb', 'Rh', 'Sn']",3
mp-30788,SnMo3,216.251,cubic,"['Mo', 'Sn']",2
mp-30764,LiPt2,135.254,cubic,"['Li', 'Pt']",2
mp-30787,MoRh3,268.478,hex_,"['Mo', 'Rh']",2
mp-30778,Mg5Rh2,112.559,hex_,"['Mg', 'Rh']",2
mp-30784,Mg2Zn11,68.686,cubic,"['Mg', 'Zn']",2
mp-30773,MgNi2Sb,113.99,cubic,"['Mg', 'Ni', 'Sb']",3
mp-30777,MgPt3,183.899,cubic,"['Mg', 'Pt']",2
mp-30800,NdZn2,56.978,ortho,"['Nd', 'Zn']",2
mp-30799,NdTlPd,76.14,hex_,"['Nd', 'Pd', 'Tl']",3
mp-30811,Ni4W,226.168,tet,"['Ni', 'W']",2
mp-30798,NbZn2,140.627,hex_,"['Nb', 'Zn']",2
mp-30816,Li2AlPd,68.314,cubic,"['Al', 'Li', 'Pd']",3
mp-30821,LiAl2Rh,119.342,cubic,"['Al', 'Li', 'Rh']",3
mp-30825,PaRh3,212.903,cubic,"['Pa', 'Rh']",2
mp-30836,TaPd3,210.488,tet,"['Pd', 'Ta']",2
mp-30819,LiAl2Pt,124.378,cubic,"['Al', 'Li', 'Pt']",3
mp-30808,TbNi5,143.336,hex_,"['Ni', 'Tb']",2
mp-30801,NdZn5,75.202,hex_,"['Nd', 'Zn']",2
mp-30818,Li2AlPt,84.603,cubic,"['Al', 'Li', 'Pt']",3
mp-30834,SrSn3Pd,56.392,tet,"['Pd', 'Sn', 'Sr']",3
mp-30835,TaPd2,205.117,ortho,"['Pd', 'Ta']",2
mp-30817,LiAl2Pd,104.819,cubic,"['Al', 'Li', 'Pd']",3
mp-30805,SrNiSn3,51.162,tet,"['Ni', 'Sn', 'Sr']",3
mp-30815,LaAl3Pd2,102.67,hex_,"['Al', 'La', 'Pd']",3
mp-30820,Li2AlRh,80.792,cubic,"['Al', 'Li', 'Rh']",3
mp-30844,ScSnPt2,142.674,cubic,"['Pt', 'Sc', 'Sn']",3
mp-30846,Sn3Pt2,102.187,hex_,"['Pt', 'Sn']",2
mp-30856,ZnPt3,211.734,cubic,"['Pt', 'Zn']",2
mp-30839,Th3Pd5,79.566,hex_,"['Pd', 'Th']",2
mp-30851,Ti3Pt5,202.97,ortho,"['Pt', 'Ti']",2
mp-30840,Ti2Pd3,154.553,ortho,"['Pd', 'Ti']",2
mp-30847,TiSnPt,136.97,cubic,"['Pt', 'Sn', 'Ti']",3
mp-30849,TaPt2,243.933,ortho,"['Pt', 'Ta']",2
mp-30871,Ta3Sn,178.536,cubic,"['Sn', 'Ta']",2
mp-30850,TaPt3,259.644,ortho,"['Pt', 'Ta']",2
mp-30858,ZrPt3,221.479,cubic,"['Pt', 'Zr']",2
mp-30845,SmPt3,160.432,cubic,"['Pt', 'Sm']",2
mp-30866,Rh3W,282.841,hex_,"['Rh', 'W']",2
mp-30842,ZrPd3,170.268,hex_,"['Pd', 'Zr']",2
mp-30852,TiPt8,240.535,tet,"['Pt', 'Ti']",2
mp-30848,USnPt,145.047,cubic,"['Pt', 'Sn', 'U']",3
mp-30867,ScRu,148.847,cubic,"['Ru', 'Sc']",2
mp-30886,YZn12,79.823,tet,"['Y', 'Zn']",2
mp-30875,Ti2Sn,114.555,hex_,"['Sn', 'Ti']",2
mp-30883,V4Zn5,125.541,tet,"['V', 'Zn']",2
mp-30876,Zr3Sn,103.006,cubic,"['Sn', 'Zr']",2
mp-30884,YZn3,72.174,ortho,"['Y', 'Zn']",2
mp-30882,TiZn2,105.49,hex_,"['Ti', 'Zn']",2
mp-30885,YZn5,78.306,hex_,"['Y', 'Zn']",2
mp-30921,Y6CoBi2,56.904,hex_,"['Bi', 'Co', 'Y']",3
mp-30933,ZrBi,82.991,ortho,"['Bi', 'Zr']",2
mp-31011,Y2Si2Rh,106.197,mono,"['Rh', 'Si', 'Y']",3
mp-31018,SrAgBi,35.76,hex_,"['Ag', 'Bi', 'Sr']",3
mp-31080,YAlSi,87.972,ortho,"['Al', 'Si', 'Y']",3
mp-31081,Sc(MnAl2)4,153.967,tet,"['Al', 'Mn', 'Sc']",3
mp-31093,Dy2CoSi2,101.89,mono,"['Co', 'Dy', 'Si']",3
mp-31141,SrBiAu,39.321,hex_,"['Au', 'Bi', 'Sr']",3
mp-31144,Rb3Au7,45.356,ortho,"['Au', 'Rb']",2
mp-31142,YbBiAu,38.63,cubic,"['Au', 'Bi', 'Yb']",3
mp-31136,Lu2NiSn6,65.165,ortho,"['Lu', 'Ni', 'Sn']",3
mp-31140,BaBiAu,38.213,hex_,"['Au', 'Ba', 'Bi']",3
mp-31138,MnPd3,146.973,tet,"['Mn', 'Pd']",2
mp-31184,AlFe2,131.215,cubic,"['Al', 'Fe']",2
mp-31187,TiAlFe2,184.183,cubic,"['Al', 'Fe', 'Ti']",3
mp-31171,Zn2AgAu,102.933,cubic,"['Ag', 'Au', 'Zn']",3
mp-31169,ScAlAg2,93.143,cubic,"['Ag', 'Al', 'Sc']",3
mp-31148,BaZnSn,34.655,hex_,"['Ba', 'Sn', 'Zn']",3
mp-31145,BaCuBi,38.096,hex_,"['Ba', 'Bi', 'Cu']",3
mp-31160,CaZnSn,46.54,hex_,"['Ca', 'Sn', 'Zn']",3
mp-31186,AlFe2Ni,133.148,cubic,"['Al', 'Fe', 'Ni']",3
mp-31153,CaGePt,89.711,ortho,"['Ca', 'Ge', 'Pt']",3
mp-31147,BaZnSi,43.884,hex_,"['Ba', 'Si', 'Zn']",3
mp-31182,ErAl2Ni,93.639,ortho,"['Al', 'Er', 'Ni']",3
mp-31205,Zr3Fe,102.072,ortho,"['Fe', 'Zr']",2
mp-31170,Cd2AgAu,82.477,cubic,"['Ag', 'Au', 'Cd']",3
mp-31172,Ca5Ag3,30.043,tet,"['Ag', 'Ca']",2
mp-31173,CeCd2Ag,53.25,cubic,"['Ag', 'Cd', 'Ce']",3
mp-31185,MnAlFe2,204.228,cubic,"['Al', 'Fe', 'Mn']",3
mp-31152,CaGaPt,81.877,ortho,"['Ca', 'Ga', 'Pt']",3
mp-31168,Li2AlAg,50.135,cubic,"['Ag', 'Al', 'Li']",3
mp-31208,LiIn2Ir,103.987,cubic,"['In', 'Ir', 'Li']",3
mp-31328,MnInPd2,70.027,cubic,"['In', 'Mn', 'Pd']",3
mp-31339,ScInPd2,118.985,cubic,"['In', 'Pd', 'Sc']",3
mp-31301,LiSn4Au3,62.451,hex_,"['Au', 'Li', 'Sn']",3
mp-31294,Sr2In3Rh2,58.384,mono,"['In', 'Rh', 'Sr']",3
mp-31219,Si3W5,267.109,tet,"['Si', 'W']",2
mp-31330,NdInRh,91.094,hex_,"['In', 'Nd', 'Rh']",3
mp-31277,Sn4Ir,71.396,tet,"['Ir', 'Sn']",2
mp-31337,InPd3,143.036,cubic,"['In', 'Pd']",2
mp-31441,Li2GaIr,95.635,cubic,"['Ga', 'Ir', 'Li']",3
mp-31451,ZrCoBi,118.226,cubic,"['Bi', 'Co', 'Zr']",3
mp-31380,SmPd,75.905,ortho,"['Pd', 'Sm']",2
mp-31452,ZrNiBi,99.372,cubic,"['Bi', 'Ni', 'Zr']",3
mp-31383,Hf6CoBi2,107.37,hex_,"['Bi', 'Co', 'Hf']",3
mp-31454,TaSbRu,176.103,cubic,"['Ru', 'Sb', 'Ta']",3
mp-31460,NbCoSb,193.533,cubic,"['Co', 'Nb', 'Sb']",3
mp-31458,TiSbRu,144.54,cubic,"['Ru', 'Sb', 'Ti']",3
mp-31455,VSbRu,161.485,cubic,"['Ru', 'Sb', 'V']",3
mp-31438,YZrSb,78.942,tet,"['Sb', 'Y', 'Zr']",3
mp-31443,Li2InIr,82.523,cubic,"['In', 'Ir', 'Li']",3
mp-31457,ZrSbRu,136.523,cubic,"['Ru', 'Sb', 'Zr']",3
mp-31402,Sm2GeRh3,131.74,trig,"['Ge', 'Rh', 'Sm']",3
mp-31442,Li2InRh,70.882,cubic,"['In', 'Li', 'Rh']",3
mp-31456,HfSbRu,142.704,cubic,"['Hf', 'Ru', 'Sb']",3
mp-31411,Th(Al2Cr)4,119.17,tet,"['Al', 'Cr', 'Th']",3
mp-31453,NbSbRh,149.831,cubic,"['Nb', 'Rh', 'Sb']",3
mp-31459,TaCoSb,165.084,cubic,"['Co', 'Sb', 'Ta']",3
mp-31379,Zr2Sb,106.569,tet,"['Sb', 'Zr']",2
mp-31498,BaPt,49.609,hex_,"['Ba', 'Pt']",2
mp-31467,Ga3Pd7,150.991,mono,"['Ga', 'Pd']",2
mp-31502,ScCd7,53.455,ortho,"['Cd', 'Sc']",2
mp-31496,Li2Sn2Au,47.106,tet,"['Au', 'Li', 'Sn']",3
mp-31469,Hf5CuSn3,118.269,hex_,"['Cu', 'Hf', 'Sn']",3
mp-35841,Li2CuGe,58.787,cubic,"['Cu', 'Ge', 'Li']",3
mp-38818,HfNbB4,268.54,ortho,"['B', 'Hf', 'Nb']",3
mp-504741,Hf(FeSi)2,181.136,ortho,"['Fe', 'Hf', 'Si']",3
mp-505207,Sm2Co7B3,178.372,hex_,"['B', 'Co', 'Sm']",3
mp-505071,Si2Pd9,163.342,ortho,"['Pd', 'Si']",2
mp-505005,CeSiOs,93.891,tet,"['Ce', 'Os', 'Si']",3
mp-505019,USb2Ru,83.812,tet,"['Ru', 'Sb', 'U']",3
mp-505332,LaFeSi,72.64,tet,"['Fe', 'La', 'Si']",3
mp-505297,NbSbRu,168.993,cubic,"['Nb', 'Ru', 'Sb']",3
mp-505331,CeMnSi,81.905,tet,"['Ce', 'Mn', 'Si']",3
mp-505282,CeGeRh,109.376,ortho,"['Ce', 'Ge', 'Rh']",3
mp-505515,Sr(CuSb)2,62.734,tet,"['Cu', 'Sb', 'Sr']",3
mp-505572,Al13(CrSi)4,112.279,cubic,"['Al', 'Cr', 'Si']",3
mp-505554,Sc(FeSi)2,172.302,ortho,"['Fe', 'Sc', 'Si']",3
mp-510306,Sc2CrB6,208.603,ortho,"['B', 'Cr', 'Sc']",3
mp-505599,VNiSb,142.304,cubic,"['Ni', 'Sb', 'V']",3
mp-505822,TiSiRu,189.963,ortho,"['Ru', 'Si', 'Ti']",3
mp-505780,Ge7Ir3,141.767,cubic,"['Ge', 'Ir']",2
mp-510219,Sn2Ru,117.026,tet,"['Ru', 'Sn']",2
mp-505781,MnGePd2,134.593,cubic,"['Ge', 'Mn', 'Pd']",3
mp-505804,Ti2CuSb3,90.931,tet,"['Cu', 'Sb', 'Ti']",3
mp-510152,DyNiSn,22.797,ortho,"['Dy', 'Ni', 'Sn']",3
mp-510198,IrPb,125.941,hex_,"['Ir', 'Pb']",2
mp-510441,YInPt2,121.073,hex_,"['In', 'Pt', 'Y']",3
mp-510437,In3Pd2,88.536,trig,"['In', 'Pd']",2
mp-510376,CeBRh3,190.777,cubic,"['B', 'Ce', 'Rh']",3
mp-510409,TiSiNi,176.474,ortho,"['Ni', 'Si', 'Ti']",3
mp-510412,Si3Ru4,230.632,ortho,"['Ru', 'Si']",2
mp-510311,BaZnPb,29.868,hex_,"['Ba', 'Pb', 'Zn']",3
mp-510691,Hf5Sn4,111.118,hex_,"['Hf', 'Sn']",2
mp-540791,Si4Rh3,178.662,ortho,"['Rh', 'Si']",2
mp-541047,ZrAlPd2,148.827,cubic,"['Al', 'Pd', 'Zr']",3
mp-542106,SbPd2,126.402,ortho,"['Pd', 'Sb']",2
mp-542170,Lu5(Si5Ir2)2,141.033,tet,"['Ir', 'Lu', 'Si']",3
mp-542065,CdAgSb,58.715,cubic,"['Ag', 'Cd', 'Sb']",3
mp-542569,AlRu,203.483,cubic,"['Al', 'Ru']",2
mp-542429,Mg3Rh,65.593,hex_,"['Mg', 'Rh']",2
mp-542458,Ce2Zn17,76.111,trig,"['Ce', 'Zn']",2
mp-542568,EuAg5,65.098,hex_,"['Ag', 'Eu']",2
mp-542640,GePt,141.112,ortho,"['Ge', 'Pt']",2
mp-542595,Ge2W,170.049,tet,"['Ge', 'W']",2
mp-542915,TiAl3,106.208,tet,"['Al', 'Ti']",2
mp-542777,CePt5,444.605,hex_,"['Ce', 'Pt']",2
mp-543001,Zr5Sn4,104.158,hex_,"['Sn', 'Zr']",2
mp-631548,Tl2SiNi,25.669,cubic,"['Ni', 'Si', 'Tl']",3
mp-631551,MnAlTc,119.44,cubic,"['Al', 'Mn', 'Tc']",3
mp-631554,Na2TiAu,37.563,cubic,"['Au', 'Na', 'Ti']",3
mp-631538,NiBiB,103.38,cubic,"['B', 'Bi', 'Ni']",3
mp-631547,In2ReB,107.248,cubic,"['B', 'In', 'Re']",3
mp-631561,ZrAgMo,116.857,cubic,"['Ag', 'Mo', 'Zr']",3
mp-631562,SiBAu,113.956,cubic,"['Au', 'B', 'Si']",3
mp-631536,KBIr2,136.47,cubic,"['B', 'Ir', 'K']",3
mp-631537,BeReB,182.019,cubic,"['B', 'Be', 'Re']",3
mp-631633,LaCoTc2,448.872,cubic,"['Co', 'La', 'Tc']",3
mp-631694,InCoSi2,150.025,cubic,"['Co', 'In', 'Si']",3
mp-631568,AlAgB,91.718,cubic,"['Ag', 'Al', 'B']",3
mp-631575,TiCrAg,76.897,cubic,"['Ag', 'Cr', 'Ti']",3
mp-631661,Y2FeB,84.228,cubic,"['B', 'Fe', 'Y']",3
mp-631571,Bi2OsAu,106.645,cubic,"['Au', 'Bi', 'Os']",3
mp-631570,BaTaB,65.046,cubic,"['B', 'Ba', 'Ta']",3
mp-631754,ReSnGe,114.439,cubic,"['Ge', 'Re', 'Sn']",3
mp-636212,GaFe2Co,157.963,cubic,"['Co', 'Fe', 'Ga']",3
mp-636328,TiPd3,179.376,cubic,"['Pd', 'Ti']",2
mp-636320,TiGaFe2,190.307,cubic,"['Fe', 'Ga', 'Ti']",3
mp-636599,FeSnRu2,200.71,cubic,"['Fe', 'Ru', 'Sn']",3
mp-637255,Ti2Sn3,87.487,ortho,"['Sn', 'Ti']",2
mp-639874,Ta2Al,161.55,tet,"['Al', 'Ta']",2
mp-640095,La3Co,32.741,ortho,"['Co', 'La']",2
mp-636368,Ga3Fe,102.587,tet,"['Fe', 'Ga']",2
mp-639910,Y(Sn3Ru2)2,117.643,tet,"['Ru', 'Sn', 'Y']",3
mp-640024,HfInNi2,145.405,cubic,"['Hf', 'In', 'Ni']",3
mp-636331,V3Pt,209.896,cubic,"['Pt', 'V']",2
mp-636698,YHf2Pb,72.894,cubic,"['Hf', 'Pb', 'Y']",3
mp-639659,InCuPt2,168.56,tet,"['Cu', 'In', 'Pt']",3
mp-637575,AlCr3B4,248.749,ortho,"['Al', 'B', 'Cr']",3
mp-636334,SnRh2,176.402,ortho,"['Rh', 'Sn']",2
mp-640708,FeGe2,128.509,ortho,"['Fe', 'Ge']",2
mp-641526,Fe13Co3,170.181,tet,"['Co', 'Fe']",2
mp-644280,GaCuPt2,188.8,tet,"['Cu', 'Ga', 'Pt']",3
mp-644311,CuPt,190.686,trig,"['Cu', 'Pt']",2
mp-644500,Zn7Mo,101.103,cubic,"['Mo', 'Zn']",2
mp-644739,LaGa6,59.389,tet,"['Ga', 'La']",2
mp-646824,Ca3Ag8,49.399,cubic,"['Ag', 'Ca']",2
mp-646507,Hf2Ni2Sn,154.562,tet,"['Hf', 'Ni', 'Sn']",3
mp-644504,NdMg2Ag,46.464,cubic,"['Ag', 'Mg', 'Nd']",3
mp-672259,AlFe2Mo,230.256,cubic,"['Al', 'Fe', 'Mo']",3
mp-672337,VGe3,86.695,cubic,"['Ge', 'V']",2
mp-669692,NbPd3,196.318,ortho,"['Nb', 'Pd']",2
mp-672250,Ti3Ga,90.431,hex_,"['Ga', 'Ti']",2
mp-672340,LiIn2Ru,95.132,cubic,"['In', 'Li', 'Ru']",3
mp-672254,CaPdPb,57.601,hex_,"['Ca', 'Pb', 'Pd']",3
mp-672661,GaFe3,169.932,cubic,"['Fe', 'Ga']",2
mp-669917,ZrRh,155.521,ortho,"['Rh', 'Zr']",2
mp-672265,Cu3Pd,152.324,tet,"['Cu', 'Pd']",2
mp-672294,Eu(CoSi)2,101.06,tet,"['Co', 'Eu', 'Si']",3
mp-672299,YInNi,85.206,hex_,"['In', 'Ni', 'Y']",3
mp-672232,AlNi3,177.562,cubic,"['Al', 'Ni']",2
mp-669918,VSnRh2,187.018,tet,"['Rh', 'Sn', 'V']",3
mp-672371,Ni3Sb,168.202,ortho,"['Ni', 'Sb']",2
mp-672645,TiSiRh,187.886,ortho,"['Rh', 'Si', 'Ti']",3
mp-672356,MnSbPt,93.999,cubic,"['Mn', 'Pt', 'Sb']",3
mp-672374,UNi2Sn,146.821,cubic,"['Ni', 'Sn', 'U']",3
mp-669546,AlPd,149.807,trig,"['Al', 'Pd']",2
mp-672227,CaZn13,71.135,cubic,"['Ca', 'Zn']",2
mp-680677,Sn3Ru2,125.829,tet,"['Ru', 'Sn']",2
mp-684031,Mg3(TiAl9)2,79.394,cubic,"['Al', 'Mg', 'Ti']",3
mp-697068,SiPd2,177.478,hex_,"['Pd', 'Si']",2
mp-753490,TiCuGe,127.282,ortho,"['Cu', 'Ge', 'Ti']",3
mp-754185,Y2MgNi2,63.25,tet,"['Mg', 'Ni', 'Y']",3
mp-754875,TbSi2Rh3,174.624,hex_,"['Rh', 'Si', 'Tb']",3
mp-755328,ZrSn2,87.588,ortho,"['Sn', 'Zr']",2
mp-755435,Tl2Au,37.616,tet,"['Au', 'Tl']",2
mp-758104,Mn11Pd21,142.138,tet,"['Mn', 'Pd']",2
mp-784630,Ni2Mo,240.432,ortho,"['Mo', 'Ni']",2
mp-784631,CrNi2,221.367,ortho,"['Cr', 'Ni']",2
mp-861617,LaHgAu2,69.273,cubic,"['Au', 'Hg', 'La']",3
mp-861481,Pr2AgRu,75.998,cubic,"['Ag', 'Pr', 'Ru']",3
mp-861501,AgHgPd2,117.832,cubic,"['Ag', 'Hg', 'Pd']",3
mp-861662,CaZrRh2,120.366,cubic,"['Ca', 'Rh', 'Zr']",3
mp-861510,Pr2SnHg,53.848,cubic,"['Hg', 'Pr', 'Sn']",3
mp-861616,LiSc2Ir,99.243,cubic,"['Ir', 'Li', 'Sc']",3
mp-861646,ThCdRh2,127.909,cubic,"['Cd', 'Rh', 'Th']",3
mp-861672,Ti2FeIr,191.953,cubic,"['Fe', 'Ir', 'Ti']",3
mp-861610,Tc3Pd,252.716,hex_,"['Pd', 'Tc']",2
mp-861498,Pr2HgPb,53.36,cubic,"['Hg', 'Pb', 'Pr']",3
mp-861656,Ti2CrIr,194.37,cubic,"['Cr', 'Ir', 'Ti']",3
mp-861640,Ti2AlRe,172.0,cubic,"['Al', 'Re', 'Ti']",3
mp-861663,LiRh2Pb,125.906,cubic,"['Li', 'Pb', 'Rh']",3
mp-861479,PrYMg2,39.202,cubic,"['Mg', 'Pr', 'Y']",3
mp-861625,LiZnAg2,65.489,cubic,"['Ag', 'Li', 'Zn']",3
mp-861637,Ti2AlTc,159.815,cubic,"['Al', 'Tc', 'Ti']",3
mp-861651,Li2PdPb,50.293,cubic,"['Li', 'Pb', 'Pd']",3
mp-861658,LiMnPt2,134.07,cubic,"['Li', 'Mn', 'Pt']",3
mp-861600,Ho2ZnIn,60.928,cubic,"['Ho', 'In', 'Zn']",3
mp-861619,TiZnPt2,182.047,cubic,"['Pt', 'Ti', 'Zn']",3
mp-861624,LiLaHg2,44.988,cubic,"['Hg', 'La', 'Li']",3
mp-861628,Er2TlCd,59.121,cubic,"['Cd', 'Er', 'Tl']",3
mp-861629,LiMnPd2,102.805,cubic,"['Li', 'Mn', 'Pd']",3
mp-861641,Ti2CoRe,190.189,cubic,"['Co', 'Re', 'Ti']",3
mp-861667,LiSbRh2,149.879,cubic,"['Li', 'Rh', 'Sb']",3
mp-861736,LiSbPd2,107.809,cubic,"['Li', 'Pd', 'Sb']",3
mp-861594,Pr2TlCd,48.605,cubic,"['Cd', 'Pr', 'Tl']",3
mp-861627,Ti2AlMo,150.337,cubic,"['Al', 'Mo', 'Ti']",3
mp-861630,Tc3Ru,303.39,hex_,"['Ru', 'Tc']",2
mp-861639,Ti2CoIr,193.269,cubic,"['Co', 'Ir', 'Ti']",3
mp-861660,LiNdHg2,48.714,cubic,"['Hg', 'Li', 'Nd']",3
mp-861724,Ac2AgIr,67.493,cubic,"['Ac', 'Ag', 'Ir']",3
mp-861643,CaLaMg2,29.61,cubic,"['Ca', 'La', 'Mg']",3
mp-861666,LiRu2W,221.989,cubic,"['Li', 'Ru', 'W']",3
mp-861499,Pr2CuIr,84.313,cubic,"['Cu', 'Ir', 'Pr']",3
mp-861508,Pr2ZnIr,78.497,cubic,"['Ir', 'Pr', 'Zn']",3
mp-861588,Pr2CuRu,78.771,cubic,"['Cu', 'Pr', 'Ru']",3
mp-861652,LiLuPt2,106.05,cubic,"['Li', 'Lu', 'Pt']",3
mp-861661,LiPr2Ru,61.849,cubic,"['Li', 'Pr', 'Ru']",3
mp-861483,Pr2IrPd,91.797,cubic,"['Ir', 'Pd', 'Pr']",3
mp-861881,LiGeAu2,77.804,cubic,"['Au', 'Ge', 'Li']",3
